legislador,clave,legislador_id,camara,distrito,bloque,bloque_norm,desde,hasta,bloque_linaje,fuente,nota
"Argumedo, Alcira Susana",ALCIRA ARGUMEDO SUSANA,leg:30dcf2f9e994,diputados,Ciudad de Buenos Aires,Movimiento Proyecto Sur,MOVIMIENTO PROYECTO SUR,2013-01-23,2013-03-05,IZQUIERDA,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Bertol, Paula María",BERTOL MARIA PAULA,leg:a8992479c35b,diputados,Ciudad de Buenos Aires,Pro,PRO,2013-01-23,2013-03-05,PRO,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Bianchi, Ivana María",BIANCHI IVANA MARIA,leg:6531889b7e7e,diputados,San Luis,Unidad Justicialista,UNIDAD JUSTICIALISTA,2013-01-23,2013-03-05,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Brillo, José Ricardo",BRILLO JOSE RICARDO,leg:2c1a33f959b9,diputados,Neuquen,Mov Pop Neuquino,MOV POP NEUQUINO,2013-01-23,2013-03-05,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Brown, Carlos Ramón",BROWN CARLOS RAMON,leg:60aacd7b4838,diputados,Buenos Aires,Fe,FE,2013-01-23,2013-03-05,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Bullrich, Patricia",BULLRICH PATRICIA,leg:9fe263c7921e,diputados,Ciudad de Buenos Aires,Union Pro,PRO,2013-01-23,2013-03-05,PRO,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Camaño, Graciela",CAMANO GRACIELA,leg:2d8bae3dda77,diputados,Buenos Aires,Consenso Federal,CONSENSO FEDERAL,2013-01-23,2013-03-05,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Cardelli, Jorge Justo",CARDELLI JORGE JUSTO,leg:69e46dbc3aca,diputados,Ciudad de Buenos Aires,Movimiento Proyecto Sur,MOVIMIENTO PROYECTO SUR,2013-01-23,2013-03-05,IZQUIERDA,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Carranza, Carlos Alberto",ALBERTO CARLOS CARRANZA,leg:8ae985e834a1,diputados,Santa Fe,Frente Renovador,FRENTE RENOVADOR,2013-01-23,2013-03-05,FRENTE RENOVADOR (massismo),derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Carrió, Elisa María Avelina",AVELINA CARRIO ELISA MARIA,leg:04ddfccadbdf,diputados,Ciudad de Buenos Aires,Coalicion Civica - Ari,COALICION CIVICA,2013-01-23,2013-03-05,COALICION CIVICA,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Caselles, Graciela Maria",CASELLES GRACIELA MARIA,leg:cc5184ce6e89,diputados,San Juan,Frente para la Victoria - Pj,FRENTE PARA LA VICTORIA,2013-01-23,2013-03-05,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Chieno, María Elena",CHIENO ELENA MARIA,leg:5c7b30b1418e,diputados,Corrientes,SIN BLOQUE,SIN BLOQUE,2013-01-23,2013-03-05,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Comelli, Alicia Marcela",ALICIA COMELLI MARCELA,leg:a97b406bf103,diputados,Neuquen,Mov Pop Neuquino,MOV POP NEUQUINO,2013-01-23,2013-03-05,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Comi, Carlos Marcelo",CARLOS COMI MARCELO,leg:2b668bad12bd,diputados,Santa Fe,Coalicion Civica - Ari,COALICION CIVICA,2013-01-23,2013-03-05,COALICION CIVICA,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"De Prat Gay, Alfonso",ALFONSO GAY PRAT,leg:88a5b8a3839a,diputados,Ciudad de Buenos Aires,Coalicion Civica - Ari,COALICION CIVICA,2013-01-23,2013-03-05,COALICION CIVICA,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Felix, Omar",FELIX OMAR,leg:de6757f021d3,diputados,Mendoza,SIN BLOQUE,SIN BLOQUE,2013-01-23,2013-03-05,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Ferrari, Gustavo Alfredo",ALFREDO FERRARI GUSTAVO,leg:e9909b6bd9fd,diputados,Buenos Aires,SIN BLOQUE,SIN BLOQUE,2013-01-23,2013-03-05,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Ferreyra, Araceli Susana del Rosario",ARACELI FERREYRA ROSARIO SUSANA,leg:4c2dbdca78f6,diputados,Corrientes,SIN BLOQUE,SIN BLOQUE,2013-01-23,2013-03-05,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Forconi, Juan Carlos",CARLOS FORCONI JUAN,leg:7ce0e00db3fe,diputados,Santa Fe,Frente para la Victoria - Pj,FRENTE PARA LA VICTORIA,2013-01-23,2013-03-05,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Forte, Ulises Umberto",FORTE ULISES UMBERTO,leg:bcf2bc7f4939,diputados,La Pampa,SIN BLOQUE,SIN BLOQUE,2013-01-23,2013-03-05,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Gallardo, Miriam Graciela del Valle",GALLARDO GRACIELA MIRIAM VALLE,leg:31f6f546d2c0,diputados,Tucumán,SIN BLOQUE,SIN BLOQUE,2013-01-23,2013-03-05,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Garramuño, Jorge Alberto",ALBERTO GARRAMUNO JORGE,leg:2fa3774e7cce,diputados,Tierra del Fuego,Mov Pop Fueguino,MOV POP FUEGUINO,2013-01-23,2013-03-05,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"González, Gladys Esther",ESTHER GLADYS GONZALEZ,leg:94db2a266465,diputados,Buenos Aires,Pro,PRO,2013-01-23,2013-03-05,PRO,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Guzman, Olga Elizabeth",ELIZABETH GUZMAN OLGA,leg:21135c665073,diputados,Neuquen,Mov Pop Neuquino,MOV POP NEUQUINO,2013-01-23,2013-03-05,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Harispe, Gastón",GASTON HARISPE,leg:a3b959595db4,diputados,Buenos Aires,Frente para la Victoria - Pj,FRENTE PARA LA VICTORIA,2013-01-23,2013-03-05,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Junio, Juan Carlos Isaac",CARLOS ISAAC JUAN JUNIO,leg:03888728833c,diputados,Ciudad de Buenos Aires,Solidario Si,SOLIDARIO SI,2013-01-23,2013-03-05,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Ledesma, Julio Rubén",JULIO LEDESMA RUBEN,leg:f756845d8280,diputados,Buenos Aires,Frente Renovador,FRENTE RENOVADOR,2013-01-23,2013-03-05,FRENTE RENOVADOR (massismo),derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Majdalani, Silvia Cristina",CRISTINA MAJDALANI SILVIA,leg:77b996b1751a,diputados,Buenos Aires,Pro,PRO,2013-01-23,2013-03-05,PRO,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Martinez, Oscar Ariel",ARIEL MARTINEZ OSCAR,leg:6c139c34b500,diputados,Santa Fe,Frente Renovador,FRENTE RENOVADOR,2013-01-23,2013-03-05,FRENTE RENOVADOR (massismo),derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Martínez, Soledad",MARTINEZ SOLEDAD,leg:5d2e85a42ec3,diputados,Buenos Aires,Pro,PRO,2013-01-23,2013-03-05,PRO,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Michetti, Marta Gabriela",GABRIELA MARTA MICHETTI,leg:2d1e93b007ec,diputados,Ciudad de Buenos Aires,Pro,PRO,2013-01-23,2013-03-05,PRO,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Molas, Pedro Omar",MOLAS OMAR PEDRO,leg:7b5ab7bce6cd,diputados,Catamarca,Frente Civico y Social de Catamarca,FRENTE CIVICO Y SOCIAL DE CATAMARCA,2013-01-23,2013-03-05,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Mouilleron, Roberto Mario",MARIO MOUILLERON ROBERTO,leg:18134a1596df,diputados,Buenos Aires,Frente Renovador,FRENTE RENOVADOR,2013-01-23,2013-03-05,FRENTE RENOVADOR (massismo),derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Moyano, Juan Facundo",FACUNDO JUAN MOYANO,leg:f2acffe84571,diputados,Buenos Aires,Frente de Todos,FRENTE DE TODOS,2013-01-23,2013-03-05,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Muller, Edgar Raúl",EDGAR MULLER RAUL,leg:85f2a20beb04,diputados,Cordoba,Compromiso Federal,COMPROMISO FEDERAL,2013-01-23,2013-03-05,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Muller, Mabel Hilda",HILDA MABEL MULLER,leg:9439ae9bb801,diputados,Buenos Aires,Frente Renovador,FRENTE RENOVADOR,2013-01-23,2013-03-05,FRENTE RENOVADOR (massismo),derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Obiglio, Julián Martín",JULIAN MARTIN OBIGLIO,leg:8dee599f8a2f,diputados,Ciudad de Buenos Aires,Pro,PRO,2013-01-23,2013-03-05,PRO,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Pansa, Sergio Horacio",HORACIO PANSA SERGIO,leg:e20f9debd0a2,diputados,San Luis,Compromiso Federal,COMPROMISO FEDERAL,2013-01-23,2013-03-05,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Perez, Alberto José",ALBERTO JOSE PEREZ,leg:3e91a61af00f,diputados,San Luis,Compromiso Federal,COMPROMISO FEDERAL,2013-01-23,2013-03-05,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 2 voto(s) en el período 2011-2013; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
